3.008277587488084603e-01 1.164000000000000000e+03
3.023307480978105755e-01 1.253000000000000000e+03
3.038337374468126906e-01 1.210000000000000000e+03
3.053367267958148057e-01 1.190000000000000000e+03
3.068397161448169208e-01 1.261000000000000000e+03
3.083427054938190359e-01 1.325000000000000000e+03
3.098456948428211510e-01 1.282000000000000000e+03
3.113486841918232662e-01 1.263000000000000000e+03
3.128516735408253813e-01 1.284000000000000000e+03
3.143546628898274964e-01 1.343000000000000000e+03
3.158576522388295560e-01 1.308000000000000000e+03
3.173606415878316711e-01 1.339000000000000000e+03
3.188636309368337862e-01 1.349000000000000000e+03
3.203666202858359013e-01 1.319000000000000000e+03
3.218696096348380165e-01 1.270000000000000000e+03
3.233725989838401316e-01 1.341000000000000000e+03
3.248755883328422467e-01 1.326000000000000000e+03
3.263785776818443618e-01 1.193000000000000000e+03
3.278815670308464769e-01 1.392000000000000000e+03
3.293845563798485920e-01 1.449000000000000000e+03
3.308875457288507071e-01 1.300000000000000000e+03
3.323905350778528223e-01 1.324000000000000000e+03
3.338935244268549374e-01 1.317000000000000000e+03
3.353965137758570525e-01 1.440000000000000000e+03
3.368995031248591676e-01 1.166000000000000000e+03
3.384024924738612827e-01 1.405000000000000000e+03
3.399054818228633978e-01 1.477000000000000000e+03
3.414084711718654574e-01 1.302000000000000000e+03
3.429114605208675726e-01 1.339000000000000000e+03
3.444144498698696877e-01 1.396000000000000000e+03
3.459174392188718028e-01 1.435000000000000000e+03
3.474204285678739179e-01 1.301000000000000000e+03
3.489234179168760330e-01 1.368000000000000000e+03
3.504264072658781481e-01 1.431000000000000000e+03
3.519293966148802633e-01 1.374000000000000000e+03
3.534323859638823784e-01 1.395000000000000000e+03
3.549353753128844935e-01 1.506000000000000000e+03
3.564383646618866086e-01 1.485000000000000000e+03
3.579413540108887237e-01 1.395000000000000000e+03
3.594443433598908388e-01 1.436000000000000000e+03
3.609473327088929540e-01 1.491000000000000000e+03
3.624503220578950691e-01 1.438000000000000000e+03
3.639533114068971842e-01 1.526000000000000000e+03
3.654563007558992993e-01 1.523000000000000000e+03
3.669592901049013589e-01 1.469000000000000000e+03
3.684622794539034740e-01 1.451000000000000000e+03
3.699652688029055891e-01 1.526000000000000000e+03
3.714682581519077043e-01 1.496000000000000000e+03
3.729712475009098194e-01 1.435000000000000000e+03
3.744742368499119345e-01 1.456000000000000000e+03
3.759772261989140496e-01 1.626000000000000000e+03
3.774802155479161647e-01 1.527000000000000000e+03
3.789832048969182798e-01 1.508000000000000000e+03
3.804861942459203950e-01 1.590000000000000000e+03
3.819891835949225101e-01 1.600000000000000000e+03
3.834921729439246252e-01 1.635000000000000000e+03
3.849951622929267403e-01 1.683000000000000000e+03
3.864981516419288554e-01 1.729000000000000000e+03
3.880011409909309705e-01 1.740000000000000000e+03
3.895041303399330856e-01 1.716000000000000000e+03
3.910071196889352008e-01 1.789000000000000000e+03
3.925101090379372604e-01 1.790000000000000000e+03
3.940130983869393755e-01 1.844000000000000000e+03
3.955160877359414906e-01 1.860000000000000000e+03
3.970190770849436057e-01 1.841000000000000000e+03
3.985220664339457208e-01 1.899000000000000000e+03
4.000250557829478359e-01 1.795000000000000000e+03
4.015280451319499511e-01 1.804000000000000000e+03
4.030310344809520662e-01 1.849000000000000000e+03
4.045340238299541813e-01 1.855000000000000000e+03
4.060370131789562964e-01 1.845000000000000000e+03
4.075400025279584115e-01 1.911000000000000000e+03
4.090429918769605266e-01 1.812000000000000000e+03
4.105459812259626418e-01 1.953000000000000000e+03
4.120489705749647569e-01 1.903000000000000000e+03
4.135519599239668720e-01 1.921000000000000000e+03
4.150549492729689871e-01 1.930000000000000000e+03
4.165579386219711022e-01 1.925000000000000000e+03
4.180609279709731618e-01 1.901000000000000000e+03
4.195639173199753325e-01 2.006000000000000000e+03
4.210669066689773921e-01 2.041000000000000000e+03
4.225698960179795072e-01 2.045000000000000000e+03
4.240728853669816223e-01 1.987000000000000000e+03
4.255758747159837374e-01 2.075000000000000000e+03
4.270788640649858525e-01 2.126000000000000000e+03
4.285818534139879676e-01 2.013000000000000000e+03
4.300848427629900828e-01 2.044000000000000000e+03
4.315878321119921979e-01 2.093000000000000000e+03
4.330908214609943130e-01 2.022000000000000000e+03
4.345938108099964281e-01 2.128000000000000000e+03
4.360968001589985432e-01 2.107000000000000000e+03
4.375997895080006583e-01 2.091000000000000000e+03
4.391027788570027734e-01 2.069000000000000000e+03
4.406057682060048331e-01 2.127000000000000000e+03
4.421087575550070037e-01 2.048000000000000000e+03
4.436117469040090633e-01 2.160000000000000000e+03
4.451147362530112339e-01 2.166000000000000000e+03
4.466177256020132935e-01 2.148000000000000000e+03
4.481207149510154641e-01 2.140000000000000000e+03
